shape1,shape2,iou,clip,color,edge,hash
Latvia,Costa Rica,0.818862,0.818862,0.749857,0,0.96875
Lebanon,Costa Rica,0.703111,0.703111,0.793733,0.012074,0.53125
Lesotho,Costa Rica,0.714412,0.714412,0.817388,0.043952,0.5
Liberia,Costa Rica,0.783785,0.783785,0.86812,0.001682,0.53125
Libya,Costa Rica,0.648916,0.648916,0.878922,0,0.53125
Louisiana,Costa Rica,0.640911,0.640911,0.579595,0.076817,0.53125
Luxembourg,Costa Rica,0.885295,0.885295,0.817777,0.415092,0.9375
Macao SAR,Costa Rica,0.66789,0.66789,0.409522,0.021951,0.53125
Madagascar,Costa Rica,0.733194,0.733194,0.787286,0.012388,0.5
Maine,Costa Rica,0.627864,0.627864,0.713301,0.052209,0.5
Malaysia,Costa Rica,0.643577,0.643577,0.862823,0.004321,0.53125
Maldives,Costa Rica,0.717057,0.717057,0.513803,0.011627,0.765625
Mali,Costa Rica,0.74422,0.74422,0.722201,0.016249,0.5
Malta,Costa Rica,0.729521,0.729521,0.806242,0.002761,0.5
Marshall Islands,Costa Rica,0.825312,0.825312,0.905161,0.032271,0.53125
Maryland,Costa Rica,0.46427,0.46427,0.849829,0.050258,0.5
Massachusetts,Costa Rica,0.660506,0.660506,0.904008,0.022057,0.53125
Mauritania,Costa Rica,0.720515,0.720515,0.520229,0.005344,0.5
Mauritius,Costa Rica,0.79153,0.79153,0.638566,0,0.953125
Michigan,Costa Rica,0.617546,0.617546,0.751764,0.078381,0.53125
Minnesota,Costa Rica,0.730354,0.730354,0.571467,0.046425,0.53125
Mississippi,Costa Rica,0.723715,0.723715,0.809064,0.020529,0.5
Missouri,Costa Rica,0.774796,0.774796,0.913099,0.241558,0.5
Moldova,Costa Rica,0.73436,0.73436,0.881854,0.022973,0.53125
Monaco,Costa Rica,0.762682,0.762682,0.919709,0,0.953125
Mongolia,Costa Rica,0.79189,0.79189,0.745604,0.017442,0.53125
Montana,Costa Rica,0.581678,0.581678,0.720454,0.080612,0.53125
Montenegro,Costa Rica,0.719282,0.719282,0.717902,0.029528,0.53125
Montserrat,Costa Rica,0.75045,0.75045,0.917359,0.021883,0.53125
Morocco,Costa Rica,0.68428,0.68428,0.406958,0,0.5
Mozambique,Costa Rica,0.719649,0.719649,0.78765,0.013615,0.53125
Myanmar,Costa Rica,0.748955,0.748955,0.681679,0.023698,0.5
Namibia,Costa Rica,0.745211,0.745211,0.775519,0.037302,0.53125
Nauru,Costa Rica,0.775989,0.775989,0.876725,0.025138,0.5
Nebraska,Costa Rica,0.5955,0.5955,0.819492,0.089687,0.53125
Nepal,Costa Rica,0.751907,0.751907,0.84789,0.02693,0.53125
Netherlands,Costa Rica,0.890726,0.890726,0.785027,0,0.9375
Nevada,Costa Rica,0.718819,0.718819,0.688543,0.010782,0.53125
New Caledonia,Costa Rica,0.711942,0.711942,0.890851,0.011828,0.53125
New Hampshire,Costa Rica,0.670397,0.670397,0.745717,0.064493,0.5
New Jersey,Costa Rica,0.613599,0.613599,0.451952,0.035181,0.5
New Mexico,Costa Rica,0.636977,0.636977,0.415606,0.011762,0.890625
New York,Costa Rica,0.68201,0.68201,0.899609,0.067493,0.53125
New Zealand,Costa Rica,0.747149,0.747149,0.902192,0.014711,0.53125
Nicaragua,Costa Rica,0.773751,0.773751,0.747106,0.338696,0.5
Niger,Costa Rica,0.708497,0.708497,0.593513,0.005743,0.5
Nigeria,Costa Rica,0.667109,0.667109,0.8075,0.020206,0.921875
Niue,Costa Rica,0.765249,0.765249,0.752481,0.016879,0.53125
Norfolk Island,Costa Rica,0.730692,0.730692,0.801249,0.032847,0.53125
North Carolina,Costa Rica,0.665941,0.665941,0.890444,0.059273,0.53125
North Dakota,Costa Rica,0.649171,0.649171,0.59965,0.05773,0.5
North Korea,Costa Rica,0.810506,0.810506,0.778472,0.006687,0.53125
North Macedonia,Costa Rica,0.635765,0.635765,0.725963,0.035795,0.53125
Northern Mariana Islands,Costa Rica,0.657336,0.657336,0.741287,0.045544,0.53125
Norway,Costa Rica,0.792114,0.792114,0.650544,0.012768,0.5
Ohio,Costa Rica,0.628006,0.628006,0.920087,0.056147,0.53125
Oklahoma,Costa Rica,0.538178,0.538178,0.465287,0.050613,0.53125
Oman,Costa Rica,0.647318,0.647318,0.829064,0.007665,0.53125
Oregon,Costa Rica,0.576983,0.576983,0.792832,0.053887,0.53125
Pakistan,Costa Rica,0.664957,0.664957,0.691681,0.053975,0.53125
Palau,Costa Rica,0.73484,0.73484,0.519557,0.007605,0.53125
Palestine,Costa Rica,0.712084,0.712084,0.914966,0.002658,0.5
Panama,Costa Rica,0.789679,0.789679,0.8462,0.02421,0.5
Papua New Guinea,Costa Rica,0.693486,0.693486,0.938227,0.017757,0.5
Paraguay,Costa Rica,0.814367,0.814367,0.918202,0,0.5
Pennsylvania,Costa Rica,0.674062,0.674062,0.764569,0.055952,0.5
Peru,Costa Rica,0.773954,0.773954,0.893611,0.017611,0.765625
Philippines,Costa Rica,0.74008,0.74008,0.999784,0.032325,0.53125
Pitcairn Islands,Costa Rica,0.705577,0.705577,0.921142,0.049878,0.53125
Poland,Costa Rica,0.752667,0.752667,0.823236,0,0.96875
Portugal,Costa Rica,0.629042,0.629042,0.551433,0.02917,0.5
Puerto Rico,Costa Rica,0.793832,0.793832,0.835038,0.330522,0.53125
Qatar,Costa Rica,0.679948,0.679948,0.401914,0.013503,0.53125
Republic of the Congo,Costa Rica,0.7724,0.7724,0.592936,0.017654,0.5
Romania,Costa Rica,0.773414,0.773414,0.854348,0.017565,0.5
Russia,Costa Rica,0.832468,0.832468,0.891467,0,0.96875
Rwanda,Costa Rica,0.702981,0.702981,0.578051,0.013466,0.5
Saint Barthelemy,Costa Rica,0.643248,0.643248,0.911887,0.036805,0.5
Saint Helena,Costa Rica,0.768579,0.768579,0.915118,0.059469,0.53125
Saint Lucia,Costa Rica,0.730287,0.730287,0.698884,0.02017,0.53125
Saint Pierre and Miquelon,Costa Rica,0.630683,0.630683,0.724064,0.076242,0.5
Saint Vincent and the Grenadines,Costa Rica,0.725299,0.725299,0.585643,0.02211,0.53125
Samoa,Costa Rica,0.832644,0.832644,0.943886,0.002834,0.53125
San Marino,Costa Rica,0.72673,0.72673,0.787018,0.036096,0.5
Saudi Arabia,Costa Rica,0.576221,0.576221,0.466572,0,0.53125
Senegal,Costa Rica,0.71774,0.71774,0.590625,0.014679,0.53125
Seychelles,Costa Rica,0.812146,0.812146,0.846763,0.043583,0.53125
Sierra Leone,Costa Rica,0.786296,0.786296,0.78379,0,0.9375
Singapore,Costa Rica,0.702362,0.702362,0.822085,0.013867,0.53125
Sint Maarten,Costa Rica,0.890726,0.890726,0.785027,0,0.9375
Slovakia,Costa Rica,0.751838,0.751838,0.788495,0.004298,0.53125
Solomon Islands,Costa Rica,0.741942,0.741942,0.877002,0.027834,0.53125
Somalia,Costa Rica,0.721379,0.721379,0.442025,0.013911,0.5
South Africa,Costa Rica,0.709095,0.709095,0.769608,0.028413,0.53125
South Carolina,Costa Rica,0.61946,0.61946,0.48776,0.017182,0.53125
South Dakota,Costa Rica,0.553003,0.553003,0.535172,0.067957,0.53125
South Korea,Costa Rica,0.691866,0.691866,0.916463,0.061384,0.5
South Sudan,Costa Rica,0.689367,0.689367,0.910242,0.284029,0.53125
Spain,Costa Rica,0.669674,0.669674,0.543828,0.019378,0.53125
Sri Lanka,Costa Rica,0.680103,0.680103,0.78811,0.038866,0.53125
Sudan,Costa Rica,0.757571,0.757571,0.883089,0.013845,0.5
Suriname,Costa Rica,0.728786,0.728786,0.715223,0.506822,0.53125
Switzerland,Costa Rica,0.690304,0.690304,0.212508,0.056947,0.84375
Syria,Costa Rica,0.72276,0.72276,0.952539,0,0.5
Taiwan,Costa Rica,0.782279,0.782279,0.254175,0.005965,0.53125
Tajikistan,Costa Rica,0.710502,0.710502,0.869142,0.005863,0.75
Tennessee,Costa Rica,0.690048,0.690048,0.645353,0.020428,0.53125
Texas,Costa Rica,0.68477,0.68477,0.895269,0.018588,0.5
Thailand,Costa Rica,0.952731,0.952731,0.786221,0,1
The Bahamas,Costa Rica,0.754712,0.754712,0.80698,0.014111,0.609375
Tonga,Costa Rica,0.771438,0.771438,0.734107,0.005006,0.53125
Trinidad and Tobago,Costa Rica,0.72668,0.72668,0.911593,0.027586,0.53125
Tunisia,Costa Rica,0.670052,0.670052,0.490463,0.032936,0.5
Turkey,Costa Rica,0.665995,0.665995,0.458616,0.011549,0.5
Turkmenistan,Costa Rica,0.673637,0.673637,0.470451,0.063966,0.5
Turks and Caicos Islands,Costa Rica,0.7368,0.7368,0.910716,0.021045,0.53125
Tuvalu,Costa Rica,0.663956,0.663956,0.767558,0.036207,0.53125
Uganda,Costa Rica,0.596252,0.596252,0.795488,0.007277,0.53125
Ukraine,Costa Rica,0.741266,0.741266,0.519511,0,0.953125
United Arab Emirates,Costa Rica,0.710474,0.710474,0.880251,0,0.5
United Kingdom,Costa Rica,0.768579,0.768579,0.915118,0.059469,0.53125
United Republic of Tanzania,Costa Rica,0.694111,0.694111,0.787328,0.026997,0.5
United States of America,Costa Rica,0.737595,0.737595,0.852873,0.010311,0.53125
United States Virgin Islands,Costa Rica,0.69205,0.69205,0.901854,0.067573,0.53125
Uruguay,Costa Rica,0.765001,0.765001,0.95282,0.00902,0.5
Utah,Costa Rica,0.732954,0.732954,0.797487,0.053169,0.53125
Uzbekistan,Costa Rica,0.721193,0.721193,0.864937,0.001005,0.5
Vanuatu,Costa Rica,0.686022,0.686022,0.808682,0.026728,0.53125
Vatican,Costa Rica,0.613161,0.613161,0.607695,0.067298,0.5
Venezuela,Costa Rica,0.746418,0.746418,0.729962,0,0.53125
Vietnam,Costa Rica,0.755505,0.755505,-0.001545,0.019606,0.5
Virginia,Costa Rica,0.664471,0.664471,0.817478,0.087655,0.53125
Wallis and Futuna,Costa Rica,0.789184,0.789184,0.514676,0.00817,0.5
Washington,Costa Rica,0.671202,0.671202,0.600559,0.038539,0.53125
West Virginia,Costa Rica,0.748055,0.748055,0.885178,0.013681,0.53125
Western Sahara,Costa Rica,0.71523,0.71523,0.916083,0.00198,0.5
Wisconsin,Costa Rica,0.495731,0.495731,0.748695,0.034179,0.5
Wyoming,Costa Rica,0.610003,0.610003,0.834609,0.020114,0.5
Zambia,Costa Rica,0.698648,0.698648,0.544421,0.020044,0.5
Zimbabwe,Costa Rica,0.627222,0.627222,0.85482,0.013557,0.53125
Alabama,Croatia,0.653662,0.653662,0.893011,0.0504,0.625
Alaska,Croatia,0.664018,0.664018,0.360691,0.016412,0.5625
Andorra,Croatia,0.733234,0.733234,0.590478,0.231226,0.46875
Argentina,Croatia,0.652332,0.652332,0.755244,0.103605,0.625
Arizona,Croatia,0.462945,0.462945,0.482805,0.094913,0.46875
Arkansas,Croatia,0.529123,0.529123,0.668992,0.096698,0.375
Armenia,Croatia,0.680511,0.680511,0.81715,0.528263,0.484375
Aruba,Croatia,0.627104,0.627104,0.469496,0.008197,0.4375
Azerbaijan,Croatia,0.671968,0.671968,0.825652,0.135374,0.25
Bahrain,Croatia,0.606894,0.606894,0.778571,0.008259,0.515625
Bangladesh,Croatia,0.564526,0.564526,0.596419,0.015772,0.5
Belarus,Croatia,0.652026,0.652026,0.782028,0.241072,0.4375
Benin,Croatia,0.65223,0.65223,0.611938,0.019707,0.4375
Brazil,Croatia,0.6301,0.6301,0.002242,0.088259,0.46875
Burkina Faso,Croatia,0.626969,0.626969,0.551851,0.057934,0.4375
Cambodia,Croatia,0.6553,0.6553,0.672862,0.209781,0.3125
Canada,Croatia,0.585515,0.585515,0.954313,0.276479,0.5625
Cayman Islands,Croatia,0.604064,0.604064,0.782506,0.199009,0.4375
Central African Republic,Croatia,0.65225,0.65225,0.822005,0.016503,0.53125
Chile,Croatia,0.651529,0.651529,0.799501,0.005455,0.40625
China,Croatia,0.530564,0.530564,0.42711,0.023117,0.46875
Colombia,Croatia,0.626163,0.626163,0.593274,0.003052,0.546875
Comoros,Croatia,0.657084,0.657084,0.851349,0.024228,0.34375
Cuba,Croatia,0.643136,0.643136,0.87366,0.288321,0.5
Curaao,Croatia,0.611436,0.611436,0.476526,0.046591,0.46875
Denmark,Croatia,0.717851,0.717851,0.547134,0.029353,0.46875
District of Columbia,Croatia,0.476216,0.476216,0.912464,0.303363,0.5
Djibouti,Croatia,0.644506,0.644506,0.78923,0.026942,0.4375
East Timor,Croatia,0.608703,0.608703,0.788953,0.299838,0.5
Egypt,Croatia,0.731977,0.731977,0.904674,0.121288,0.6875
Equatorial Guinea,Croatia,0.6591,0.6591,0.808042,0.098918,0.625
Eritrea,Croatia,0.635998,0.635998,0.825905,0.030519,0.53125
Estonia,Croatia,0.534636,0.534636,0.90911,0.0524,0.5
Finland,Croatia,0.720366,0.720366,0.899054,0.110471,0.53125
Florida,Croatia,0.561723,0.561723,0.899546,0.218182,0.46875
Georgia,Croatia,0.738869,0.738869,0.970864,0.049636,0.5
Gibraltar,Croatia,0.671679,0.671679,0.910939,0.217958,0.71875
Guam,Croatia,0.644261,0.644261,0.691598,0.149072,0.4375
Guinea-Bissau,Croatia,0.575291,0.575291,0.820054,0.313153,0.375
Hong Kong SAR,Croatia,0.530564,0.530564,0.42711,0.023117,0.46875
Iceland,Croatia,0.71586,0.71586,0.595829,0.183993,0.46875
India,Croatia,0.584088,0.584088,0.811485,0.118358,0.875
Indiana,Croatia,0.447213,0.447213,0.445369,0.116299,0.5625
Iran,Croatia,0.555961,0.555961,0.942207,0.100284,0.59375
Italy,Croatia,0.647184,0.647184,0.819775,0.008504,0.484375
Jamaica,Croatia,0.624461,0.624461,0.882384,0.244921,0.5
Japan,Croatia,0.619148,0.619148,0.933303,0.001312,0.65625
Kansas,Croatia,0.477701,0.477701,0.590608,0.229318,0.34375
Kazakhstan,Croatia,0.615642,0.615642,0.700463,0.35457,0.46875
Kosovo,Croatia,0.872591,0.872591,0.847599,0.110962,0.40625
Kuwait,Croatia,0.619754,0.619754,0.90439,0.374163,0.53125
Kyrgyzstan,Croatia,0.604176,0.604176,0.558553,0.191352,0.5625
Lebanon,Croatia,0.715406,0.715406,0.827328,0.117128,0.4375
Lesotho,Croatia,0.576804,0.576804,0.851978,0.099795,0.40625
Liberia,Croatia,0.578422,0.578422,0.883112,0.058114,0.5
Libya,Croatia,0.579795,0.579795,0.916107,0.09003,0.5
Louisiana,Croatia,0.460256,0.460256,0.604169,0.159055,0.5625
Luxembourg,Croatia,0.764241,0.764241,0.85439,0.007288,0.53125
Maldives,Croatia,0.648651,0.648651,0.535656,0.03801,0.359375
Marshall Islands,Croatia,0.608249,0.608249,0.758246,0.033106,0.53125
Mauritius,Croatia,0.573455,0.573455,0.665692,0.026256,0.515625
Michigan,Croatia,0.490549,0.490549,0.519327,0.135025,0.40625
Minnesota,Croatia,0.553624,0.553624,0.595709,0.210692,0.3125
Mississippi,Croatia,0.58365,0.58365,0.748774,0.050558,0.46875
Monaco,Croatia,0.708264,0.708264,0.78395,0.003188,0.515625
Mongolia,Croatia,0.685156,0.685156,0.777187,0.265925,0.46875
Montenegro,Croatia,0.645529,0.645529,0.748401,0.346215,0.5
Morocco,Croatia,0.672235,0.672235,0.424246,0,0.5
Myanmar,Croatia,0.594906,0.594906,0.710597,0.052058,0.5
Namibia,Croatia,0.60691,0.60691,0.689262,0.068853,0.5
Nebraska,Croatia,0.412994,0.412994,0.616937,0.160047,0.53125
Netherlands,Croatia,0.780485,0.780485,0.818261,0,0.5625
Nevada,Croatia,0.552419,0.552419,0.439441,0.048487,0.5
New Caledonia,Croatia,0.560919,0.560919,0.84706,0.356256,0.34375
New York,Croatia,0.534517,0.534517,0.74535,0.141255,0.375
North Carolina,Croatia,0.586098,0.586098,0.837032,0.007313,0.5625
North Korea,Croatia,0.651152,0.651152,0.811441,0.222203,0.53125
Northern Mariana Islands,Croatia,0.461449,0.461449,0.77273,0.26105,0.46875
Oklahoma,Croatia,0.467459,0.467459,0.485048,0.158744,0.5
Oman,Croatia,0.64274,0.64274,0.864153,0.14581,0.5
Pakistan,Croatia,0.58192,0.58192,0.720966,0.043096,0.40625
Palestine,Croatia,0.624069,0.624069,0.920438,0.150594,0.46875
Paraguay,Croatia,0.74961,0.74961,0.872116,0.080599,0.78125
Qatar,Croatia,0.576882,0.576882,0.418999,0.005947,0.5625
Republic of the Congo,Croatia,0.615085,0.615085,0.618542,0.045387,0.53125
Russia,Croatia,0.762688,0.762688,0.821936,0,0.53125
Saint Pierre and Miquelon,Croatia,0.581846,0.581846,0.775815,0.141886,0.59375
San Marino,Croatia,0.650962,0.650962,0.820355,0.22291,0.53125
Senegal,Croatia,0.64543,0.64543,0.615741,0.049894,0.53125
Seychelles,Croatia,0.644352,0.644352,0.88268,0.119753,0.5625
Solomon Islands,Croatia,0.615468,0.615468,0.803689,0.262216,0.625
Somalia,Croatia,0.560913,0.560913,0.460822,0.051687,0.375
South Carolina,Croatia,0.490157,0.490157,0.508457,0.197629,0.375
South Dakota,Croatia,0.45919,0.45919,0.563242,0.176045,0.40625
Suriname,Croatia,0.655177,0.655177,0.745538,0.040747,0.53125
Switzerland,Croatia,0.689426,0.689426,0.453102,0.038832,0.53125
Syria,Croatia,0.716018,0.716018,0.905377,0,0.59375
Tajikistan,Croatia,0.715613,0.715613,0.951911,0.409297,0.5625
The Bahamas,Croatia,0.598028,0.598028,0.841128,0.441833,0.546875
Tonga,Croatia,0.691086,0.691086,0.904218,0.269206,0.5
Trinidad and Tobago,Croatia,0.587884,0.587884,0.76757,0.071278,0.5625
Tunisia,Croatia,0.636382,0.636382,0.511253,0.106887,0.6875
Turkmenistan,Croatia,0.540612,0.540612,0.490469,0.042662,0.46875
Tuvalu,Croatia,0.640348,0.640348,0.784088,0.126136,0.5
Uganda,Croatia,0.543639,0.543639,0.906157,0.098191,0.53125
Ukraine,Croatia,0.678641,0.678641,0.54158,0.003052,0.515625
United Kingdom,Croatia,0.674374,0.674374,0.891441,0.086812,0.59375
United Republic of Tanzania,Croatia,0.582832,0.582832,0.822906,0.041699,0.5
United States of America,Croatia,0.576914,0.576914,0.888957,0.020592,0.46875
United States Virgin Islands,Croatia,0.536741,0.536741,0.934002,0.121956,0.46875
Vatican,Croatia,0.604418,0.604418,0.634656,0.070335,0.40625
Venezuela,Croatia,0.568055,0.568055,0.628958,0.047743,0.34375
Vietnam,Croatia,0.602003,0.602003,-0.000542,0.094988,0.34375
West Virginia,Croatia,0.557739,0.557739,0.922638,0.186884,0.46875
Western Sahara,Croatia,0.663994,0.663994,0.91944,0.161182,0.5
Zambia,Croatia,0.608856,0.608856,0.567539,0.030882,0.5
Zimbabwe,Croatia,0.54871,0.54871,0.891108,0.052564,0.5625
Alabama,Cuba,0.675919,0.675919,0.878094,0.057252,0.4375
Andorra,Cuba,0.673594,0.673594,0.580616,0.07906,0.59375
Argentina,Cuba,0.745664,0.745664,0.742677,0.050929,0.46875
Arizona,Cuba,0.645482,0.645482,0.697851,0.045767,0.59375
Arkansas,Cuba,0.603007,0.603007,0.70579,0.072942,0.53125
Armenia,Cuba,0.735444,0.735444,0.903893,0.471072,0.515625
Aruba,Cuba,0.785512,0.785512,0.46163,0.015677,0.5
Bahrain,Cuba,0.640618,0.640618,0.765676,0.00605,0.359375
Bangladesh,Cuba,0.657071,0.657071,0.586615,0.008605,0.5
Belarus,Cuba,0.64822,0.64822,0.769068,0.240333,0.53125
Benin,Cuba,0.692555,0.692555,0.601636,0.006915,0.5
Burkina Faso,Cuba,0.710256,0.710256,0.540418,0.018698,0.625
Cambodia,Cuba,0.690689,0.690689,0.852029,0.093882,0.65625
Cayman Islands,Cuba,0.667092,0.667092,0.971708,0.22129,0.5625
Central African Republic,Cuba,0.687301,0.687301,0.892366,0.017882,0.46875
Chile,Cuba,0.800501,0.800501,0.838946,0.013081,0.46875
China,Cuba,0.664374,0.664374,0.419815,0.014254,0.5
District of Columbia,Cuba,0.679601,0.679601,0.933197,0.553111,0.53125
East Timor,Cuba,0.816238,0.816238,0.775314,0.31657,0.4375
Florida,Cuba,0.711344,0.711344,0.884589,0.095577,0.53125
Guam,Cuba,0.705883,0.705883,0.912117,0.029289,0.53125
Iceland,Cuba,0.71718,0.71718,0.844201,0.01483,0.5
India,Cuba,0.601116,0.601116,0.797862,0.078914,0.46875
Iran,Cuba,0.60869,0.60869,0.867151,0.030075,0.5
Italy,Cuba,0.674653,0.674653,0.806172,0.021969,0.453125
Japan,Cuba,0.630466,0.630466,0.917774,0.008841,0.53125
Kuwait,Cuba,0.646299,0.646299,0.889761,0.320528,0.46875
Lebanon,Cuba,0.664162,0.664162,0.881653,0.044167,0.5
Lesotho,Cuba,0.62864,0.62864,0.837802,0.016029,0.5
Liberia,Cuba,0.766428,0.766428,0.892363,0.021201,0.5
Luxembourg,Cuba,0.729724,0.729724,0.838387,0.004129,0.53125
Marshall Islands,Cuba,0.764266,0.764266,0.949775,0.08358,0.71875
Mississippi,Cuba,0.719016,0.719016,0.840538,0.066179,0.53125
Montenegro,Cuba,0.660795,0.660795,0.73586,0.270434,0.5625
Netherlands,Cuba,0.736754,0.736754,0.804863,0,0.53125
North Carolina,Cuba,0.618429,0.618429,0.92351,0.032599,0.5625
North Korea,Cuba,0.804946,0.804946,0.860317,0.304957,0.5
Northern Mariana Islands,Cuba,0.658909,0.658909,0.759812,0.207389,0.65625
Qatar,Cuba,0.612097,0.612097,0.412016,0.006309,0.5625
Republic of the Congo,Cuba,0.688166,0.688166,0.607839,0.026905,0.59375
Russia,Cuba,0.72833,0.72833,0.926513,0,0.53125
San Marino,Cuba,0.701591,0.701591,0.806675,0.104119,0.5
Seychelles,Cuba,0.709463,0.709463,0.867916,0.098008,0.40625
Solomon Islands,Cuba,0.755075,0.755075,0.912045,0.277495,0.5625
Somalia,Cuba,0.720308,0.720308,0.453123,0.11692,0.53125
South Carolina,Cuba,0.621736,0.621736,0.499997,0.048935,0.53125
Tajikistan,Cuba,0.663834,0.663834,0.890822,0.328674,0.5
Trinidad and Tobago,Cuba,0.750016,0.750016,0.75491,0.040588,0.625
United Kingdom,Cuba,0.650755,0.650755,0.982173,0.30113,0.46875
United Republic of Tanzania,Cuba,0.671602,0.671602,0.807017,0.031114,0.53125
United States Virgin Islands,Cuba,0.633396,0.633396,0.925039,0.083511,0.46875
Vatican,Cuba,0.522885,0.522885,0.622911,0.086002,0.375
Venezuela,Cuba,0.84901,0.84901,0.824762,0.031356,0.46875
West Virginia,Cuba,0.761749,0.761749,0.907244,0.055915,0.5
Zambia,Cuba,0.641068,0.641068,0.558079,0.037749,0.5
Alabama,Curaao,0.76969,0.76969,0.47904,0.020151,0.40625
Andorra,Curaao,0.663046,0.663046,0.315937,0.018193,0.5625
Argentina,Curaao,0.69498,0.69498,0.404925,0.009787,0.53125
Arizona,Curaao,0.644697,0.644697,0.807433,0.020531,0.46875
Arkansas,Curaao,0.59497,0.59497,0.47671,0.035127,0.5625
Armenia,Curaao,0.813529,0.813529,0.685416,0.081099,0.546875
Aruba,Curaao,0.9106,0.9106,0.263531,0.016959,0.78125
Bahrain,Curaao,0.677554,0.677554,0.417484,0.019188,0.546875
Bangladesh,Curaao,0.680632,0.680632,0.319456,0.020978,0.4375
Belarus,Curaao,0.736669,0.736669,0.41919,0.074657,0.5
Benin,Curaao,0.74934,0.74934,0.374593,0,0.46875
Burkina Faso,Curaao,0.714085,0.714085,0.296873,0.002049,0.5625
Cambodia,Curaao,0.644984,0.644984,0.829799,0.039905,0.5625
Cayman Islands,Curaao,0.7681,0.7681,0.891634,0.031609,0.53125
Central African Republic,Curaao,0.830951,0.830951,0.647726,0.401191,0.6875
Chile,Curaao,0.763583,0.763583,0.559603,0.017833,0.46875
